id,title,overview
61f46393-8466-4d2b-9bf6-55aa395d5617,Lunch Box,"The film tells the story of Aiko, a 35-year-old mute woman who works in a bowling alley, and her brief romance with Yoshioka, a younger man who works as a postal carrier. The two meet when Aiko accidentally knocks Yoshioka off his bicycle, and they have a sexual encounter soon after. Aiko begins preparing lunchboxes and giving them to Yoshioka at his workplace as a way of expressing affection, which she cannot do verbally."
61f605be-c886-446d-8bdc-4ed4fe43776d,The Reef,A great white shark hunts the crew of a capsized sailboat along the Great Barrier Reef.
61f70d80-a9b2-4fe2-97c5-b0cee193ecc5,Beast,"Bruno loves his wife Maxine, but his love and body are slowly undergoing a transformation. Something is beginning to stir inside him and there is nothing he can do to stop it. Because when you first delve into the dark side of love to find power, aggression and hatred, there is no turning back."
61f7114c-e27b-492f-b413-dd5e4bfc1b23,A Perfect Day,Film about a group of aid workers trying to resolve a crisis in an armed conflict zone in the Balkans.
61f75ff3-8f44-46e7-8478-b8198fa3972f,Eraserhead,"Henry Spencer tries to survive his industrial environment, his angry girlfriend, and the unbearable screams of his newly born mutant child."
61f77d3c-6c4f-4d07-b664-632c58bf5189,American Anarchist,"The story of one of the most infamous books ever written, ""The Anarchist Cookbook,"" and the role it's played in the life of its author, now 65, who wrote it at 19 in the midst of the counterculture upheaval of the late '60s and early '70s."
61f7df48-d732-422f-b488-b411677a9f7c,Woman in a Dressing Gown,"A married, middle-aged woman is shocked to discover that her husband, who she thought was content in their marriage, has become infatuated with a beautiful younger woman and is planning to leave his family for her."
61f7ed75-8c06-42b2-ba67-23dfadd2e6c9,"Guess Who's Coming to Dinner",Matt and Christina Drayton are a couple whose attitudes are challenged when their daughter brings home a fiancé who is black.
61f9624c-b5a6-4c7f-8b14-1e4f26f429db,Burnt Offerings,A couple and their 12-year-old son move into a giant house for the summer. Things start acting strange almost immediately. It seems that every time some gets hurt on the grounds the beat-up house seems to repair itself.
61f9bb7f-7389-48d3-b825-b17173013805,Forbidden Planet,Captain Adams and the crew of the Starship C57D fly towards planet Altair 4 in search for the Bellerphon spaceship that has been missing for twenty years. To their surprise they are already being expected. A classic science fiction film from 1957 starring Leslie Nielsen.
61fa9418-f044-4cb1-af95-437d91a305f6,Macropolis,"Macropolis is the story of two toys discarded from a factory production line. Coming to life, they rebel and chase the factory delivery van in the hope of rejoining their friends. Lost in the unfamiliar, urban big city, they are overwhelmed by the challenge ahead. By reinterpreting the world that now surrounds them, through their unique perspectives, they begin to play with littered everyday objects to find their way back."
61fab4f1-d04e-4be6-ab51-68d09c068ce7,The Prophet,"Exiled artist and poet Mustafa embarks on a journey home with his housekeeper and her daughter; together the trio must evade the authorities who fear that the truth in Mustafa's words will incite rebellion."
61fbabd1-3cd3-49da-b55d-67b4c9322860,The Song of Bernadette,"In 1858 France, Bernadette, an adolescent peasant girl, has a vision of ""a beautiful lady"" in the city dump. She never claims it to be anything other than this, but the townspeople all assume it to be the virgin Mary. The pompous government officials think she is nuts, and do their best to suppress the girl and her followers, and the church wants nothing to do with the whole matter. But as Bernadette attracts wider and wider attention, the phenomenon overtakes everyone in the the town, and transforms their lives."
61fc4b67-f184-4adc-8454-14665fa97f6b,Amy,"A documentary on the life of Amy Winehouse, the immensely talented yet doomed songstress. We see her from her teen years, where she already showed her singing abilities, to her finding success and then her downward spiral into alcoholism and drugs."
61ffb3d2-c18f-44ae-96ea-37817d7f5506,The Hunters,"Alice and her friends are approaching the end of the school year where their dead-end lives will end and the chance of a new life will begin. Before heading off to college they spend one last day together in the woods, the one part of town that has always been off limits to them growing up. As they stumble upon what they thought was an abandoned fort only to find the walls dripping in blood and decompressing body parts lying around, they are startled to learn they are now a part of an undercover investigation. After being told to get out of the woods they realize they're trapped, for the Hunters, who call the fort home, never let anyone out alive."
6200ef17-954a-4db4-81bc-1248db65bb09,Afterburn,"Based on a true story, one woman takes on the U.S. military and General Dynamics; maker of the F-16, thought to be the very best tactical fighter in the world. Air Force Captain Theodore T. Harduvel was one of the best F-16 pilots the U.S. had to offer. After much digging, Janet Harduvel discovers a joint military and General Dynamic cover-up. She proves to be unwavering in her search for the truth to clear his name."
62011f7c-f310-4a95-b7d1-751f66853c78,Five the Hard Way,"Motorcycle racer Rommel seeks vengeance against JC, a madman who murdered the sidehacker's fiancee."
62026df1-8b26-451f-91ae-474c75108526,Into the Mind,"From the makers of All.I.Can comes the new feature film Into the Mind. Blur the lines between dream state and reality, as you perceive the world through the minds of many. Into the Mind contemplates the experiences passed between mentors and peers to paint a philosophical portrait of human kind. What drives us to overcome challenge? How do we justify risk? What forces are at the core of a mountain addiction? Unique athlete segments over a multitude of mountain sport genres depict the connectivity of Earth, and window into never-seen-before moments. Explore how we begin our perception of self, construct the foundations of confidence, and are ultimately led up the path of self-actualization."
6202ea1b-4f0a-41f0-9528-474dc676e2cb,Way Back Home,"Jeong Yoon is a caring wife and mother and a sensitive woman who finds herself plunged into a legal ordeal thousands of miles from home. After years of planning, she and her husband Jong Bae open an auto body repair shop, only to see everything they've worked for stripped away when a loan Jong Bae had guaranteed defaults. Facing financial despondency, the couple gets into a vicious fight about money, sending Jeong Yeon away, leaving only a cryptic note saying she'll be back in a few days. When she turns up looking nervous at Orly Airport in Paris with over 30 kilograms of cocaine in her luggage, it is the beginning of a globe-spanning nightmare that began with an old friend and a tempting proposition."
6202ef99-4e48-4d0a-ae37-24c3a827148d,Le amiche,"Clelia, a self-made woman coming from humble means, travels back to Turin, her hometown, to scout locations for the successful Roman atelier she works for. At the hotel, she encounters some upper middle-class women and she finds herself drawn into their friendships."
62031b5a-e347-4436-b4cd-72d941e366b7,Comic Book Villains,"When word hits the street that a nearby elderly gentleman has a cache of old, rare, and very valuable mint condition comic books, rival comic book shop owners Raymond McGillicuddy (Donal Logue) and Norman Link (Michael Rapaport) both set out to be the first to buy them. But when the old man declines to sell, the former friends turn into enemies, and a friendly rivalry becomes tainted with greed and turns to murder."
620454b2-52c3-4a59-83e4-1d918422f0d8,Sunburn,"An enthralling &amp; action-packed comedy-thriller, full of blistering excitement."
6204d786-1291-48d4-af44-288f877ea01d,The Pentagon Wars,"From the director of “Made In America” and “The Money Pit” comes a hilarious look at one of the most expensive blunders in military history. Over 17 years and almost as many billion dollars have gone into devising the BFV (Bradley Fighting Vehicle). There's only one problem. . . it doesn't work."
6206e259-e934-4f3d-b03b-dab9e879aa64,Do You Remember Dolly Bell?,"A young man grows up in Sarajevo in the 1960s, under the shadow of his good, but ailing father, and gets attracted by the world of small-time criminals."
62084b79-afe3-4cfd-a3c1-b7cd0c561783,"Pluto's Judgement Day","Pluto chases a kitten through a window and right into Mickey's lap. Mickey scolds him, and goes off to wash the kitten. Pluto falls asleep in front of the fire, and dreams of a hell ruled by cats where he is put on trial for all his crimes against cats and, of course, found guilty."
6209797d-6c44-46f4-a140-5644e1cd1d0f,Monster,"Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer."
620b2963-a944-45a8-b839-9e168581db3d,Hardcore,"Leaving behind a hard life with their families, two young girls end up in a brothel, fall in love and support one another against the adversities and violence of the night."
620c371d-f597-449a-8a3d-367616697fa9,Courage,"Jason Priestley (TV's ""Beverly Hills, 90210"") and Andrea Roth star in this inspirational adventure story about courage, love and the power of family. Aspiring author Robert (Priestly) organizes a quick getaway with his wife and daughter designed to rebuild their estranged relationship with his daughter, but when a powerful storm hits they are forced to make a crash landing on the ominously named Bear Island. With Robert seriously injured and no way to reach the mainland, the three castaways find that they must rely on their faith -- and each other -- to survive the ordeal."
620d62d8-06a5-4077-a5bd-86d28427fd10,Disneyland Dream,"A home movie made by Robbins and Meg Barstow that documents their family's free trip to the newly opened Disneyland. The one-week trip was a prize that they won in a contest sponsored by Scotch tape."
620e68ef-8efe-4b47-9987-0e70e52397cd,Homer and Eddie,"A retarded man get help from a sociopathic woman when tries to reunite with his dying father, who years earlier disowned him."
621040db-804a-4f82-b02a-24a7b8b3c7f9,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer."
62106c2a-4d45-49f0-a129-fa86624da000,The Mistress,"Ruža left Serbia, her country, over 30 years ago and lives in Zurich. Her daily life is a string of repetitive moments until, one day, Ana arrives on the scene and upsets Ruža's painstakingly organized world. A subtle friendship develops between the two strong willed women."
62111de9-c9bb-4157-a959-bde2f9a6fcbe,The Turning Point,"Special prosecutor John Conroy hopes to combat organized crime in his city, and appoints his cop father Matt as chief investigator. John doesn't understand why Matt is reluctant, but cynical reporter Jerry McKibbon thinks he knows: he's seen Matt with mob lieutenant Harrigan. Jerry's friendship for John is tested by the question of what to do about Matt, and by his attraction to John's girl Amanda. Meanwhile, the threatened racketeers adopt increasingly violent means of defense."
6211972e-6963-42b5-8ae9-7a899d307d79,Kidnapping Mr. Heineken,"The true story of the kidnapping of Freddy Heineken, the grandson of the founder of the Heineken brewery, and his driver. They were released after a ransom of 35 million Dutch guilders was paid."
62157346-4a00-4ecf-86b2-b1f87b051e5b,Into the Sun,"After the assassination of Tokyo's Governor by Yakuza members, the CIA bureau chief (William Atherton) for Tokyo puts out a call to an agent (Steven Seagal) that had been raised in Japan and trained by ex-Yakuza. Using his former ties, he quickly determines that a war is brewing between old-guard Yakuza members and a young, crazed leader (Takao Osawa) with ties to the Chinese Tong."
62161f2d-5feb-4199-bbd1-3ac2d43911b3,The Rare Breed,"When her husband dies en route to America, Martha Price and her daughter Hilary are left to carry out his dream: the introduction of Hereford cattle into the American West. They enlist Sam ""Bulldog"" Burnett in their efforts to transport their lone bull, a Hereford named Vindicator, to a breeder in Texas, but the trail is fraught with danger and even Burnett doubts the survival potential of this ""rare breed"" of cattle."
6217fe7d-02e2-413b-b2a4-8bd21318604b,Erased,"Struggling manga author Satoru Fujinuma is beset by his fear to express himself. However, he has a supernatural ability of being forced to prevent deaths and catastrophes by being sent back in time before the incident occurred, repeating time until the accident is prevented. One day, he gets involved in an accident that has him framed as a murderer. Desperate to save the victim, he sends himself back in time only to find himself as a grade-schooler one month before fellow classmate Kayo Hinazuki went missing. Satoru now embarks on a new quest: to save Kayo and solve the mystery behind her disappearance."
621b17ed-d402-4a81-8459-cb7cee64ac49,Swan Lake,"The hero, Prince Siegfried, is out riding one day with his friends when he spies amidst swans on a lake a particularly eye-catching one with a crown on its head, the familiar Princess ..."
621b9cec-a639-4dc8-8cbc-94e83a14862e,Global Metal,"In GLOBAL METAL, directors Scot McFadyen and Sam Dunn set out to discover how the West's most maligned musical genre - heavy metal - has impacted the world's cultures beyond Europe and North America. The film follows metal fan and anthropologist Sam Dunn on a whirlwind journey through Asia, South America and the Middle East as he explores the underbelly of the world's emerging extreme music scenes; from Indonesian death metal to Chinese black metal to Iranian thrash metal. GLOBAL METAL reveals a worldwide community of metalheads who aren't just absorbing metal from the West - they're transforming it - creating a new form of cultural expression in societies dominated by conflict, corruption and mass-consumerism."
621bc590-9945-4563-be58-46ce8d6caec4,Gringuito,"Gringuito tells the story of Ivan, a kid whose family decides to go back to Chile from New York, after at least a decade away. Ivan of course is not quite the Chilean kid his grandparents would like him to be: he sulks, misses the Opera, finds things odd and ugly, acting like a real ""little gringo"" (hence the title)."
621c43c2-7df3-46f9-af46-951c1ef8a9c6,Raw Edge,A Texan arrives in Oregon and seeks justice for his innocently-hanged brother
621deaac-1078-4138-b273-8e59c54f4019,Carnage,"After 11-year-old Zachary Cowan strikes his classmate across the face with a stick after an argument, the victim's parents invite Zachary's parents to their Brooklyn apartment to deal with the incident in a civilized manner."
6220ea39-9154-46fc-92be-7f3428e76eb5,The Haunted Castle,A man has an encounter with several spooky apparitions in a castle that is evidently owned by the Devil.
6221285f-c304-4db8-a1aa-1d3932991976,Waiting for the Hearse,"A lot of confusion and mixed situations between relatives in the middle of Mamá Cora's wake, the grandma, who supposely commit suicide throwing herself in front of a train."
62241b72-e61c-4f6f-abe6-d09cd4db7390,Sex and the Single Girl,A womanizing reporter for a sleazy tabloid magazine impersonates his hen-pecked neighbor in order to get an expose on renowned psychologist Helen Gurley Brown.
622541fe-1cf4-472a-90f8-07dd82410128,Not Wanted,"After a beautiful but unsophisticated girl is seduced by a worldly piano player and gives up her out-of-wedlock baby, her guilt compels her to kidnap another child."
62260f9b-94f8-4d42-aa45-66488fe53e7f,A Man Named Pearl,"Man Named Pearl tells the inspiring story of self-taught topiary artist Pearl Fryar. It offers a message that speaks to respect for both self and others, and shows what one person can achieve when he allows himself to share the full expression of his humanity."
622a5a2e-1d8d-4f2b-a77f-e8855db6ac5f,Spinning Boris,"Russian political elite hires American consultants to help with President Yeltsin's re-election campaign when his approval rating is down to single digits."
622b3dde-8d3a-4a51-b44c-11d371c6e7ab,Matt Shepard Is a Friend of Mine,"An intimate portrait of Matthew Shepard, the gay young man murdered in one of the most notorious hate crimes in U.S. history. Framed through a personal lens, it's the story of loss, love, and courage in the face of unspeakable tragedy."
622d2bb8-fd1d-4a57-a719-fdd7dbee1b07,The 9th Life of Louis Drax,A psychologist who begins working with a young boy who has suffered a near-fatal fall finds himself drawn into a mystery that tests the boundaries of fantasy and reality.
622d93d5-fca8-401d-82d1-8fbd47ce6c2a,Reunion 2: Bachelor Party,A sequel to the smash hit Reunion (2015).
622e3c27-73ac-439b-9e89-bffb72868abb,Täällä Pohjantähden alla II,"Akseli Koskela returns from prison and tries to learn living again. He's not allowed to take part in politics anymore, but he sees a lot of injustice around him. He raises a family with his wife Elina while another war is around the corner..."
622ea48d-234c-483b-ae34-116d307b0bd3,The Hidden Fortress,"Lured by gold, two greedy peasants escort a man and woman across enemy lines. However, they do not realize that their companions are actually a princess and her general."
622f2cb7-0bf8-4265-9118-dd1309aa2d32,The Defector,"Professor Bower, an American physicist, is effectively blackmailed by a shady CIA agent named Adams to help the CIA obtain secret microfilm from a defecting Russian scientist. The reluctant Bower travels to East Germany undercover as an antiques collector where he encounters Heinzmann, an East German fellow physicist, who is also a secret agent. Heinzmann is aware of Bower's meeting with Adams and his intention to steal the microfilm, however their mutual respect for one another's tactics complicate the proceedings."
62306c27-8009-4364-a05d-69cd91da55eb,"Mike Epps: Don't Take It Personal",Mike Epps wastes no time bringing his unapologetic and raunchy swagger to a howling live audience at the historic Orpheum Theater in Los Angeles.
62316f28-29b8-4076-884d-18a01e15751b,Battle of the Coral Sea,A US submarine and its crew are captured by the Japanese on the eve of a major WWII battle.
623455ba-22dd-4c38-8512-858f5f29aec6,Ator IV: The Hobgoblin,"Once upon a time a god gave a mighty sword to the king of Aquiles to bring justice to his people. Now he wants it back - but the king rather gives his life than the sword. Goddess Dehamira, who spoke for him, is being taken all her privileges and banned in a circle of fire, until a human arrives who's strong enough to free her. When prince Ator becomes 18, he gets the sword from the mean sorcerer gnome Grindl, to free Dehamira and his people. On his journey he has to fight against dragons and other fantastic figures."
6234f119-fdf2-4f29-8ca7-fae74ba86227,Freedom Writers,"A young teacher inspires her class of at-risk students to learn tolerance, apply themselves, and pursue education beyond high school."
62357c70-c12f-480c-bd7c-1eb31e3ea022,By the Sea,"It is windy at a bathing resort. After fighting with one of the two husbands, Charlie approaches Edna while the two husbands themselves fight over ice cream. Driven away by her husband, Charlie turns to the other's wife."
623661b7-9ab4-4bc3-8133-219b1cfcb3bc,The Flanagan Boy,"Johnny Flanagan did not have the privileges of a good education or wealthy background but the streets developed his natural talent to be a great fighter. His enormous potential to reach the top is born out of a string of spectacular successes. All of which is brought to a halt when he develops a physical relationship with his manager's wife, the beautiful but manipulative Lorna. His naive temperament is no match for her callous, dispassionate scheming and he unwittingly becomes a pawn in Lorna's ultimate plan... .to murder her husband."
6237e4d6-e862-44bf-a0cb-0468f01eb888,Documented,"In 2011, Pulitzer Prize-winning journalist Jose Antonio Vargas outed himself as an undocumented immigrant in the New York Times Magazine. 'Documented' chronicles his journey to America from the Philippines as a child; his journey through America as an immigration reform activist/provocateur; and his journey inward as he re-connects with his mother, whom he hasn't seen in 20 years."
62382a23-e05b-46a8-aefe-c9abccc2fdda,The Naked City,"The Naked City portrays the police investigation that follows the murder of a young model. A veteran cop is placed in charge of the case and he sets about, with the help of other beat cops and detectives, finding the girl's killer."
623b575c-5a8b-45ca-b002-973adca2b03d,Wild Card,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing."
623c93ba-8401-4862-aa08-06b7f0073932,Berlin Babylon,A documentary focusing on the rebuilding projects in Berlin after the fall of the Berlin Wall.
623e5ce2-f337-4a24-bf0e-7a38debda505,Doomsday,"A lethal virus spreads throughout the British isles,infecting millions and killing hundreds of thousands. To contain the threat, acting authorities brutally quarantine the country as it succumbs to fear and chaos. The quarantine is successful. Three decades later, the Reaper virus violently resurfaces in a major city. An elite group of specialists is urgently dispatched into the still-quarantined country to retrieve a cure by any means necessary. Shut off from the rest of the world, the unit must battle through a landscape that has become a waking nightmare."
623ec874-9648-4cc7-8a0b-3e2bbec100a4,Hugo the Movie Star,"Hugo, the one-of-a-kind jungle animal, is snatched away from his home for a second time in another attempt for him to become an animal actor. Meanwhile, he's reunited with Rita the kind, streetwise fox. Finding that life in front of and behind the camera isn't so bad, he grows more unaccustomed to wild life once he escapes and slowly weakens his relationship with Rita."
623efcc4-870e-4e08-bc7c-123170c12071,A Brief History of Time,"A documentary film based on the life of scientist Steven Hawking. The film explores the intimate life of Steven Hawking through him, his friends and his family, as he goes through school, is diagnosed with a degenerative disease, and discovers revolutionary theories about time, black holes, and the origin of the universe. A visually interesting and at times funny film about a extraordinary life."
623fb5f5-3a7c-4704-9c60-0e9bb8640056,Greetings From Fukushima,A young German woman bonds with an elderly Japanese woman while touring the Fukushima region of Japan in the aftermath of the 2011 earthquake.
6240cb3b-b708-45bd-b922-216050475628,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker."
62413d40-5d54-495c-ba79-d577bb488493,The Fabulous Baron Munchausen,"The outrageous Baron Munchausen tells of his many adventures, from meeting the Man in the Moon to defeating a Turkish army all by himself."
6241f605-56d4-4b50-8a83-fc88fe84cf66,Likainen pommi,"Lissu on 28-vuotias nuori nainen, joka työskentelee levy-yhtiön pr-managerina. Elokuvan alussa Lissu käy kehityskeskustelun esimiehensä, dramaattisen mogulin Martin Bakkan kanssa. Palkankorotusta odottava Lissu järkyttyy pahoin, kun Martin ilmoittaa Lissun olleen pettymys ja uhkaa häntä potkuilla – ellei hän selviä ”viimeisestä mahdollisuudesta”.  Viimeinen mahdollisuus osoittautuu levy-yhtiön uudeksi salaiseksi projektiksi, josta puhutaan koodinimellä “Likainen pommi”. Koodinimen takaa paljastuu vanhempiensa levy-yhtiölle myymä 15-vuotias räävitön teinisensaatio PD, jonka alaisuuteen Lissu määrätään. PD on myös kaatumassa olevan levy-yhtiön viimeinen valttikortti.  Tuossa tuokiossa Lissu on mukana paitsi todella värikkäässä projektissa, myös varsin omintakeisessa ”huipputiimissä”, jossa pärjää vain kovilla otteilla ja kieroilulla tai olemalla PD:n suosiossa."
6243645d-9a9e-4f2e-b1b9-101078761746,The Secret of Roan Inish,"10-year-old Fiona is sent to live with her grandparents in a small fishing village in Donegal, Ireland. She soon learns the local legend that an ancestor of hers married a Selkie - a seal who can turn into a human. Years earlier, her baby brother was washed out to sea and never seen again, so when Fiona spies a naked little boy on the abandoned Isle of Roan Inish, she is compelled to investigate.."
624383ee-ae39-4e78-8eac-6367f2477f4f,Final Fantasy VII: Advent Children,"Two years have passed since the final battle with Sephiroth. Though Midgar, city of mako, city of prosperity, has been reduced to ruins, its people slowly but steadily walk the road to reconstruction. However, a mysterious illness called Geostigma torments them. With no cure in sight, it brings death to the afflicted, one after another, robbing the people of their fledgling hope."
624500eb-bbaa-4e07-9dd4-d3c4217ca6ad,Accordion Player,"The last remaining film of Le Prince's LPCCP Type-1 MkII single-lens camera is a sequence of frames of his son, Adolphe Le Prince, playing a diatonic button accordion. It was recorded on the steps of the house of Joseph Whitley, Adolphe's grandfather."
624515e0-1cec-4552-8533-cbf9a933643d,Bobby Deerfield,"Bobby Deerfield, a famous American race car driver on the European circuit, falls in love with the enigmatic Lillian Morelli, who is terminally ill."
624556dc-5ab7-4492-9889-bacfed81dc40,Three Sisters,"The masterful new documentary from Wang Bing (West of the Tracks) is an intimate, observational portrait of a peasant family who eke out a humble existence in a small village set against the stunning mountain landscapes of China's Yunnan province. (TIFF)"
6248814b-1872-4d55-b8b8-42bedfa4c2b7,Whole Lotta Sole,"In a misguided attempt to protect his family and pay back gambling debts to the local Mobster, Jimbo robs a fish market, which is coincidentally owned by the same Mobster. On the run, Jimbo is cornered in a local curio shop, where he takes hostage an assortment of colorful characters, including Maguire, who may be his illegitimate father. Surrounded by the Police, the SAS, and the Mobster's crew, the young man must find a way out of his precarious predicament with the help of his oddball captives."
624b5efd-226e-47bb-bb3c-82ad8e2b5d8f,Sergeant Dead Head,"An astronaut goes into space with a chimpanzee. When they return to Earth after their orbit, it is discovered that the chimp has the brains of the astronaut, and the astronaut has the brains of the chimp. Complications ensue."
6250d60c-3958-493d-9675-a70b0b123e69,"The Time Traveler's Wife","Due to a genetic disorder, handsome librarian Henry DeTamble involuntarily zips through time, appearing at various moments in the life of his true love, the beautiful artist Clare Abshire."
62510666-49d9-4405-b502-4c41dd56ba59,Warriors of Virtue,"A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao."
62512785-8dec-471b-83a0-f6ca995462e3,The Perfect Date,"Michel dreams of a perfect meeting with the woman of his dreams, entirely due to chance, as his parents and grandparents experienced. Vincent, Michel's contrast, is completely different. He is more the man of the direct approach and he follows his...! The two childhood friends Michel and Vincent, with completely opposite views when it comes to women, soon discover the limits of their respective techniques when they meet Angèle and Nathalie."
62547b20-1d9c-4869-b972-51b82bf69c38,Personal Effects,Walter is a rising star in the NCAA wrestling world until his life is ripped apart by the brutal murder of his sister. Returning home to console his mother Gloria he seeks vengeance on the man who is accused of the crime. A chance meeting with a beautiful mature woman gives him solace to the situation. Will this unlikely pairing bloom into a romance and heal a wound the world cannot see or will the loss of his sister push him over the edge?
6255173d-ebf7-4aac-9c66-67486f732bb1,Kingsglaive: Final Fantasy XV,"The magical kingdom of Lucis is home to the world’s last remaining Crystal, and the menacing empire of Niflheim is determined to steal it. King Regis of Lucis commands an elite force of soldiers called the Kingsglaive. Wielding their king’s magic, they fight to protect Lucis. As the overwhelming military might of the empire bears down, King Regis is faced with an impossible ultimatum – to marry his son, Prince Noctis to Princess Lunafreya of Tenebrae, captive of Niflheim, and surrender his lands to Niflheim rule.  Although the king concedes, it becomes clear that the empire will stop at nothing to achieve their devious goals, with only the Kingsglaive standing between them and world domination."
625667d2-a976-4a1a-8f15-18d400a8e6b5,Surviving Desire,"Jude, a college professor, is obsessed with Sophie, his student. She, in turn, is intrigued by his scholarly charm. Flirtation turns to lust and the two become lovers."
62569139-d11d-4f2d-b132-8f953916da70,Kriminal,"Diabolik was the ""Genius of Crime"", Kriminal was known as the ""Genius of Evil"". While the character was created after Diabolik, it was the first to make it to the big screen. Kriminal was considered more sadistic than Diabolik (though in later tales he softens up and does heroic deeds), and while we see him do some nasty, cruel things, such as the attempt to blow up his ex-wife, the steam bath death of Lady Gold and putting acid in the shaving cream can of his criminal opposite Alex; he somehow doesn't come off as vicious as he was in the fumetti."
6258f6fc-e17a-405d-9321-9168918f1f63,The Bélier Family,"The whole Bélier family is deaf, except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes."
62596f0b-30e1-4fc6-b779-69f43d7b57ab,"St Trinian's 2: The Legend of Fritton's Gold",The girls of St. Trinians are on the hunt for buried treasure after discovering headmistress Miss Fritton is related to a famous pirate.
6259efbd-aeef-4b03-8581-a8212138e532,Heart Street,"Hartenstraat is set in the Nine Streets district of Amsterdam. It is a village in a big town and everyone seems to be looking for love. As the womanizer Bas, seniors Bep and Aart and the couple Rein and Jacob. The only one who is not looking for love is Daan. He lives here with his daughter Saar in Hartenstraat, where he has his own business as a caterer. Then Katje appears in his life. The pretty fashion designer opens a fashion boutique next door to Daan. When her catering unexpectedly cancels just before opening her shop Katje must appeal to Daan. That is asking for trouble since the two opposite each other in everything. Yet Katje also secretly has an eye on her neighbor, especially now that her current relationship with Thomas is not going strong."
625ba766-5af0-482a-a86a-5ab4cf303eb3,The Big Combo,"Police Lt. Leonard Diamond vies to bring a clever, well connected, and sadistic gangster to justice all the while obsessing over the gangsters' girlfriend."
625c842a-f90d-42cc-8140-9f6b135fcb42,My Big Night,"During the never-ending TV taping for a New Year's Eve program, peoples personal lives clash and eventually explode out into the open."
62602326-3f20-4c2f-a2b3-5ee8c6f07252,The Survivors,"Having both lost their jobs, two strangers become unlikely friends after a run in with a would be robber, who is actually a hitman with a grudge against the two."
6260823f-9c1c-4a1a-81ee-5df30e55a779,Willy Wonka & the Chocolate Factory,Eccentric candy man Willy Wonka prompts a worldwide frenzy when he announces that golden tickets hidden inside five of his delicious candy bars will admit their lucky holders into his top-secret confectionary. But does Wonka have an agenda hidden amid a world of Oompa Loompas and chocolate rivers?
62628df6-b71a-40b5-8bb2-49c76ffc55a5,Night Call Nurses,"The sweet and perky Barbara, the sunny Janis, and the responsible Sandra are a trio of young and attractive nurses who work in the psych ward at a hospital. The threesome really have their hands full dealing with nutty patients, creepy stalkers, and black revolutionaries"
6262e165-8a12-48a9-a382-6b5813d35b72,The Quiet American,"A stylish political thriller where love and war collide in Southeast Asia. Set in early 1950s Vietnam, a young American becomes entangled in a dangerous love triangle when he falls for the beautiful mistress of a British journalist. As war is waged around them, these three only sink deeper into a world of drugs, passion, and betrayal where nothing is as it seems."
6264de75-ab8f-484d-aed3-4457ad3e36ac,Delivery Man,"An affable underachiever finds out he's fathered 533 children through anonymous donations to a fertility clinic 20 years ago. Now he must decide whether or not to come forward when 142 of them file a lawsuit to reveal his identity."
626503dd-4cae-4cfa-b1f5-e589fb3e060b,"Bill & Ted's Bogus Journey","Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living."
6267a66a-8c7b-4a81-b2b5-4bf0a613e943,Cruel Gun Story,"Businessmen arrange the early release from prison of Togawa, serving time for taking revenge on the truck driver whose carelessness confined Togawa's sister, Rei, to a wheelchair. They want Togawa to hijack an armored truck loaded with 120 million yen; their leverage is to promise him money for surgery for Rei. Togawa consents and plans the heist with three others. The plan is solid, but it doesn't go smoothly. Togawa must improvise, there are traitors somewhere, and double-crosses mount. Can Togawa escape with enough money to help his sister and ensure a passage out of Japan?"
626804c1-7436-4443-87c2-5a1206c96a03,For Ellen,"After an overnight long-distance drive, Joby has a special meeting—with lawyers and his ex-wife. A struggling musician with the prerequisite tattoos, slimy hair, goatee, and his head firmly floating in the clouds, Joby hasn’t been around to be a dad. Now is his last chance to fight for shared custody of his daughter, Ellen."
